main_sent,target
"['NNS', 'VB']",1
"['NN', 'VB']",1
"['NN', 'VB']",1
"['NN', 'VB']",1
"['NNS', 'VBN']",1
,1
"['PRP', 'VBP']",0
,0
"['NN', 'VBD']",0
,0
"['NN', 'VBP']",0
"['PRP', 'VBP']",0
"['PRP', 'VBP']",0
"['PRP', 'VB']",0
"['PRP', 'VBZ']",0
,0
"['NN', 'VBZ']",0
"['PRP', 'VBN']",0
"['PRP', 'VBZ']",0
"['PRP', 'VBP']",0
"['NNP', 'NN']",0
"['NNS', 'VBN']",0
"['NN', 'VBZ']",0
"['PRP', 'VBD']",0
"['PRP', 'VBD']",0
"['NNS', 'VBP']",0
"['WP', 'VB']",0
"['PRP', 'VBP']",0
"['NNS', 'VB']",0
"['NN', 'VBP']",0
"['NNS', 'VBP']",0
"['NN', 'VBG']",0
"['NN', 'VBP']",0
"['PRP', 'VBP']",0
,0
"['PRP', 'VB']",0
"['PRP', 'VBZ']",0
"['NNS', 'VBP']",0
"['NN', 'NN']",0
"['PRP', 'VBD']",0
"['PRP', 'NNS']",0
"['NNS', 'VBZ']",0
"['PRP', 'VBP']",0
"['NNS', 'NN']",0
"['NNS', 'VBP']",0
"['PRP', 'VB']",0
"['NNP', 'VBP']",0
"['PRP', 'VBP']",0
"['NNS', 'NNS']",0
"['PRP', 'VBP']",0
"['PRP', 'VB']",0
"['PRP', 'VB']",0
"['NN', 'VB']",0
,0
"['DT', 'MD']",0
"['NN', 'VBZ']",0
"['PRP', 'VBZ']",0
"['PRP', 'VBN']",0
"['NNP', 'VBZ']",0
,0
"['PRP', 'VB']",0
"['PRP', 'VBZ']",0
"['PRP', 'JJ']",0
"['PRP', 'VBP']",0
"['NN', 'VB']",0
"['PRP', 'VBD']",0
"['NNS', 'VB']",0
"['PRP', 'VB']",0
"['NN', 'VBP']",0
"['PRP', 'VB']",0
"['PRP', 'VBN']",0
"['WP', 'NNS']",0
"['NN', 'VBZ']",0
"['PRP', 'VBZ']",0
"['PRP', 'VB']",0
"['PRP', 'VBP']",0
"['NN', 'VBP']",0
"['PRP', 'VBP']",0
"['PRP', 'IN']",0
"['NN', 'VB']",0
"['NN', 'VBP']",0
,0
"['DT', 'VBD']",0
"['PRP', 'VBZ']",0
"['PRP', 'VBP']",0
"['WDT', 'VB']",0
,0
"['PRP', 'VBP']",0
"['PRP', 'VBZ']",0
"['NNS', 'VBP']",0
"['NNS', 'VBD']",0
,0
"['PRP', 'VBZ']",0
"['DT', 'VBP']",0
"['PRP', 'VB']",0
"['NN', 'VBD']",0
"['PRP', 'VBD']",0
"['PRP', 'VBP']",0
"['NN', 'MD']",0
"['PRP', 'VB']",0
"['PRP', 'VBP']",0
"['DT', 'VBN']",0
"['DT', 'VB']",0
"['NNS', 'VB']",0
"['PRP', 'VB']",0
"['NN', 'VBD']",0
"['PRP', 'VBZ']",0
"['DT', 'VBZ']",0
"['DT', 'VB']",0
"['NNS', 'IN']",0
"['PRP', 'VBP']",0
"['NNS', 'VBD']",0
"['NNS', 'IN']",0
"['PRP', 'VBP']",0
"['NNP', 'VBZ']",0
"['PRP', 'VBP']",0
"['NN', 'VBZ']",0
"['PRP', 'VB']",0
"['NN', 'VBZ']",0
,0
"['NN', 'VBZ']",0
"['DT', 'VBP']",0
"['DT', 'VBZ']",0
"['NN', 'VBZ']",0
"['PRP', 'VBP']",0
"['NN', 'VBZ']",0
"['PRP', 'VBP']",0
,0
"['PRP', 'VBP']",0
"['MD', 'NN']",0
"['NNS', 'VBD']",0
"['DT', 'VB']",0
"['PRP', 'VBP']",0
,0
"['NN', 'VB']",0
"['PRP', 'VB']",0
"['NN', 'VBZ']",0
"['PRP', 'VBP']",0
"['PRP', 'VB']",0
"['PRP', 'VB']",0
"['PRP', 'VBP']",0
,0
,0
"['NN', 'VBN']",0
"['NNS', 'NNS']",0
"['PRP', 'VB']",0
"['NNS', 'VB']",0
"['NN', 'RB']",0
,0
"['PRP', 'VB']",0
"['NNP', 'VBD']",0
"['DT', 'VBZ']",0
"['NN', 'VBP']",0
"['PRP', 'VBD']",0
,0
"['CD', 'VBZ']",0
,0
"['NN', 'VBZ']",0
"['NN', 'VBP']",0
,0
"['NN', 'VBP']",0
"['NN', 'VBP']",0
"['PRP', 'VBG']",0
"['NN', 'VBZ']",0
"['NN', 'VB']",0
"['NN', 'VBZ']",0
"['NN', 'VBZ']",0
"['NN', 'VB']",0
"['NN', 'VBZ']",0
"['WDT', 'VBD']",0
"['NN', 'VBZ']",0
"['WDT', 'VBZ']",0
"['PRP', 'VB']",0
"['NNS', 'VBD']",0
"['NN', 'VBZ']",0
"['NN', 'VBZ']",0
"['NNS', 'VBP']",0
,0
"['WDT', 'VBP']",0
"['PRP', 'VB']",0
"['NN', 'VBZ']",0
"['PRP', 'IN']",0
"['PRP', 'VBP']",0
"['JJS', 'VBP']",0
"['PRP', 'VBP']",0
"['NNS', 'VB']",0
"['NN', 'VB']",0
"['NN', 'VBZ']",0
"['PRP', 'VB']",0
"['NN', 'VB']",0
"['DT', 'VBZ']",0
"['NN', 'VBZ']",0
"['PRP', 'VBD']",0
"['NNS', 'VB']",0
"['PRP', 'VBP']",0
"['NN', 'VBZ']",0
"['NNS', 'VBP']",0
"['PRP', 'VBP']",0
"['PRP', 'VBP']",0
"['NN', 'VBD']",0
"['DT', 'VBZ']",0
"['PRP', 'VBP']",0
"['NN', 'VB']",0
"['NNS', 'VBP']",0
"['PRP', 'VBN']",0
"['PRP', 'VBD']",0
"['NNS', 'VBD']",0
"['NNS', 'VBZ']",0
"['NNS', 'IN']",0
,0
"['NNS', 'VBP']",0
"['WDT', 'VB']",0
,0
"['DT', 'VBD']",0
"['DT', 'VBZ']",0
"['WP', 'VBP']",0
"['PRP', 'VBD']",0
"['NNS', 'VBP']",0
"['DT', 'VBZ']",0
"['PRP', 'VBG']",0
,0
,0
"['CD', 'VBZ']",0
"['NNP', 'VBP']",0
"['PRP', 'VBP']",0
"['NNS', 'VBP']",0
"['NN', 'VBZ']",0
"['PRP', 'VBP']",0
"['NN', 'VBZ']",0
"['PRP', 'VBP']",0
"['DT', 'VB']",0
"['NN', 'VBD']",0
"['NN', 'VB']",0
"['PRP', 'VBZ']",0
"['WDT', 'NN']",0
"['PRP', 'VBZ']",0
"['NN', 'VBZ']",0
"['NN', 'VBZ']",0
"['PRP', 'VBG']",0
"['PRP', 'VBP']",0
"['DT', 'VBZ']",0
"['WP', 'VBN']",0
"['NNS', 'VB']",0
"['PRP', 'VBG']",0
"['NNS', 'VB']",0
"['NN', 'VBN']",0
,0
"['PRP', 'VBD']",0
"['PRP', 'VB']",0
,0
"['PRP', 'VB']",0
"['DT', 'VBZ']",0
"['NN', 'VBG']",0
"['NN', 'VBZ']",0
"['PRP', 'VBG']",0
"['DT', 'VBZ']",0
"['PRP', 'VB']",0
"['NN', 'VBP']",0
,0
"['DT', 'VBZ']",0
"['PRP', 'VBD']",0
"['PRP', 'VBZ']",0
"['PRP', 'VBZ']",0
"['NN', 'VBD']",0
"['NN', 'VBZ']",0
"['PRP', 'VBP']",0
"['PRP', 'VBZ']",0
"['NN', 'VBZ']",0
"['NN', 'VB']",0
"['PRP', 'VB']",0
"['NN', 'VBZ']",0
"['PRP', 'VBP']",0
,0
"['PRP', 'IN']",0
"['PRP', 'VBN']",0
"['PRP', 'VBP']",0
"['NN', 'VBD']",0
"['PRP', 'VB']",0
"['NN', 'VBP']",0
"['WDT', 'VBP']",0
"['PRP', 'VB']",0
"['NN', 'VBZ']",0
"['PRP', 'VBZ']",0
"['NNS', 'VBN']",0
"['PRP', 'VB']",0
"['DT', 'VBZ']",0
"['NN', 'VBZ']",0
"['NN', 'VBZ']",0
"['DT', 'VBZ']",0
"['NNS', 'VB']",0
"['PRP', 'VB']",0
,0
,0
"['PRP', 'VBZ']",0
"['WDT', 'VBP']",0
"['NN', 'NNS']",0
"['NN', 'VBZ']",0
"['PRP', 'VB']",0
"['NN', 'VBZ']",0
"['PRP', 'VB']",0
"['PRP', 'VBP']",0
"['PRP', 'VB']",0
"['JJ', 'VBZ']",0
"['VBG', 'VBZ']",0
"['NNS', 'VBP']",0
"['PRP', 'VB']",0
"['PRP', 'VBD']",0
"['NN', 'VB']",0
"['NNS', 'VB']",0
,0
"['PRP', 'VBZ']",0
"['PRP', 'VBP']",0
"['NN', 'VBP']",0
"['DT', 'VBN']",0
"['NN', 'VB']",0
"['NN', 'VB']",0
,0
"['DT', 'VBZ']",0
"['PRP', 'VBZ']",0
"['NNS', 'VBD']",0
"['NNS', 'VBP']",0
,0
"['PRP', 'VBD']",0
"['PRP', 'VB']",0
"['NN', 'VBZ']",0
"['PRP', 'VBP']",0
"['NNS', 'NNS']",0
"['PRP', 'VBZ']",0
"['NN', 'VBZ']",0
,0
"['NN', 'VBZ']",0
"['NNS', 'VBN']",0
"['NNS', 'VBG']",0
"['NNS', 'VBP']",0
"['DT', 'VBZ']",0
"['NNS', 'VB']",0
"['WDT', 'NNS']",0
"['NNS', 'VBD']",0
"['PRP', 'VBP']",0
,0
"['NN', 'VB']",0
"['WDT', 'VBP']",0
"['PRP', 'VB']",0
"['PRP', 'VBP']",0
,0
"['NNS', 'VBP']",0
"['PRP', 'VBD']",0
"['NNS', 'VBP']",0
"['PRP', 'VBD']",0
,0
"['PRP', 'VBP']",0
"['NN', 'VBD']",0
"['PRP', 'VBP']",0
"['NN', 'VBD']",0
"['PRP', 'VBZ']",0
,0
"['NN', 'VB']",0
"['PRP', 'VBP']",0
"['NN', 'VB']",0
"['NN', 'NN']",0
"['PRP', 'VBP']",0
"['NNS', 'VBP']",0
,0
"['PRP', 'VBP']",0
"['PRP', 'VB']",0
,0
"['PRP', 'RB']",0
"['NN', 'VBZ']",0
"['PRP', 'VBZ']",0
"['PRP', 'VBZ']",0
"['PRP', 'IN']",0
"['PRP', 'VBN']",0
"['DT', 'VBZ']",0
"['PRP', 'VBN']",0
"['PRP', 'VBZ']",0
"['NN', 'VBZ']",0
"['PRP', 'VBP']",0
"['PRP', 'VBP']",0
"['PRP', 'VB']",0
"['JJS', 'VBP']",0
"['PRP', 'IN']",0
"['PRP', 'VBD']",0
"['PRP', 'VBP']",0
"['PRP', 'VBP']",0
"['NN', 'VB']",0
"['NNS', 'VBP']",0
"['PRP', 'VB']",0
"['PRP', 'VBP']",0
"['NN', 'VBZ']",0
"['PRP', 'VBN']",0
"['PRP', 'VB']",0
"['PRP', 'VBZ']",0
"['PRP', 'VBD']",0
"['NN', 'VBZ']",0
,0
,0
,0
"['PRP', 'VBZ']",0
"['NNS', 'VB']",0
"['PRP', 'VB']",0
"['NNS', 'VBP']",0
"['PRP', 'VBP']",0
"['NN', 'VBZ']",0
"['NNS', 'VBP']",0
"['NNS', 'VBP']",0
"['NN', 'VBZ']",0
"['NN', 'VB']",0
"['PRP', 'VBP']",0
"['NN', 'VBG']",0
"['NN', 'VBP']",0
"['NN', 'VBZ']",0
"['NN', 'VBZ']",0
"['NNP', 'VB']",0
"['NNS', 'VBP']",0
"['NNS', 'VBG']",0
"['DT', 'VBZ']",0
"['NN', 'VBZ']",0
"['DT', 'VBZ']",0
"['NNS', 'VBP']",0
"['NNS', 'VBD']",0
"['PRP', 'VBP']",0
"['NN', 'VB']",0
"['PRP', 'VBP']",0
,0
"['NNS', 'VBP']",0
,0
"['PRP', 'JJ']",0
"['PRP', 'VBZ']",0
"['NN', 'VBZ']",0
"['PRP', 'VBP']",0
"['DT', 'VB']",0
"['PRP', 'VBP']",0
"['NN', 'VBZ']",0
"['PRP', 'VBP']",0
"['NNS', 'VBP']",0
"['PRP', 'VBP']",0
,0
"['NNS', 'VBN']",0
"['WDT', 'VBP']",0
"['PRP', 'VBZ']",0
"['NN', 'VBP']",0
,0
"['NNS', 'VB']",0
"['PRP', 'VBP']",0
"['PRP', 'VB']",0
,0
"['PRP', 'VBP']",0
"['NNS', 'VBN']",0
"['NNS', 'VB']",0
"['NNS', 'VB']",0
"['PRP', 'IN']",0
"['PRP', 'VB']",0
"['PRP', 'VBZ']",0
"['PRP', 'VBP']",0
"['PRP', 'VB']",0
"['NN', 'VB']",0
"['PRP', 'VBZ']",0
"['PRP', 'VBD']",0
"['PRP', 'VBZ']",0
,0
"['NN', 'VBN']",0
"['DT', 'VB']",0
"['PRP', 'VBZ']",0
"['PRP', 'VBN']",0
"['NNP', 'VBZ']",0
"['VB', 'VB']",0
"['NN', 'VB']",0
"['PRP', 'VBN']",0
"['NNS', 'VBP']",0
"['NN', 'VBZ']",0
"['WP', 'VBP']",0
,0
"['PRP', 'VBP']",0
"['NNS', 'VBP']",0
"['NN', 'VBZ']",0
"['PRP', 'VB']",0
"['DT', 'VBD']",0
"['PRP', 'VBP']",0
"['PRP', 'VB']",0
"['NN', 'VBD']",0
"['NNS', 'VBD']",0
"['PRP', 'VB']",0
"['PRP', 'VBP']",0
"['PRP', 'VBP']",0
"['NN', 'VBG']",0
"['NN', 'VBZ']",0
,0
"['PRP', 'VBZ']",0
"['PRP', 'VBP']",0
"['NNS', 'VBP']",0
"['PRP', 'VBP']",0
"['JJS', 'VBP']",0
"['PRP', 'VB']",0
"['JJS', 'VBZ']",0
"['PRP', 'VB']",0
"['PRP$', 'VBN']",0
"['PRP', 'VBP']",0
"['NN', 'VBP']",0
"['PRP', 'VBZ']",0
"['NN', 'VBZ']",0
"['PRP', 'VBP']",0
,0
"['PRP', 'VBP']",0
"['NNS', 'VBP']",0
"['WDT', 'VBN']",0
"['NNS', 'VBP']",0
"['NNS', 'VB']",0
"['PRP', 'VB']",0
"['PRP', 'VB']",0
"['PRP', 'VBD']",0
"['PRP', 'VBP']",0
"['NN', 'VBZ']",0
"['PRP', 'VBP']",0
,0
"['NNS', 'VB']",0
"['NNS', 'VBP']",0
"['NN', 'VBZ']",0
"['NNS', 'VBP']",0
"['NNS', 'VB']",0
"['NN', 'VBZ']",0
"['PRP', 'VBP']",0
"['NN', 'VB']",0
"['NN', 'VB']",0
"['NN', 'VBP']",0
"['PRP$', 'VBD']",0
"['NN', 'VB']",0
"['PRP', 'VBP']",0
"['PRP', 'IN']",0
"['PRP', 'VBP']",0
"['NN', 'VBZ']",0
"['PRP', 'VBD']",0
"['PRP', 'VBZ']",0
"['PRP', 'NN']",0
"['PRP', 'VBD']",0
,0
"['NN', 'VB']",0
"['PRP', 'VBP']",0
,0
"['CD', 'VBZ']",0
"['NN', 'VBZ']",0
"['DT', 'VBZ']",0
"['NNS', 'VBG']",0
"['NNS', 'VBP']",0
"['DT', 'VB']",0
"['DT', 'VBZ']",0
"['PRP', 'VB']",0
"['NNS', 'VBP']",0
"['PRP', 'VB']",0
"['PRP', 'VBN']",0
"['NN', 'VBZ']",0
"['PRP', 'VBP']",0
"['PRP', 'VBP']",0
,0
"['PRP', 'VBZ']",0
,0
"['PRP', 'VB']",0
"['PRP', 'VBP']",0
"['NNS', 'VBP']",0
"['PRP', 'VBN']",0
"['NNS', 'VBP']",0
"['PRP', 'VB']",0
,0
"['NNP', 'VBZ']",0
"['PRP', 'VB']",0
"['PRP', 'VB']",0
,0
"['PRP', 'VBP']",0
"['PRP', 'VB']",0
"['PRP', 'VBP']",0
"['NN', 'VBZ']",0
"['DT', 'VBZ']",0
"['NN', 'VBG']",0
"['PRP', 'VBZ']",0
"['PRP', 'NN']",0
"['PRP', 'VB']",0
"['NN', 'VBG']",0
"['PRP', 'VBD']",0
"['PRP', 'VB']",0
"['DT', 'VB']",0
"['PRP', 'VB']",0
"['DT', 'VBP']",0
"['NNS', 'VB']",0
"['PRP', 'VBP']",0
"['PRP', 'VB']",0
"['NNS', 'VB']",0
"['PRP', 'VBP']",0
"['WP', 'VBD']",0
"['PRP', 'VB']",0
"['NN', 'VB']",0
"['PRP', 'VBN']",0
"['NNS', 'VBD']",0
"['PRP', 'NN']",0
"['PRP', 'VBZ']",0
"['NNS', 'VBP']",0
"['NNS', 'VBN']",0
,0
"['NN', 'VBG']",0
"['NN', 'VBZ']",0
"['NNS', 'VBD']",0
"['PRP', 'VBP']",0
"['NN', 'VB']",0
"['PRP', 'VB']",0
"['PRP', 'VB']",0
,0
"['PRP', 'IN']",0
"['NNS', 'VBP']",0
"['NNS', 'VB']",0
"['NN', 'VB']",0
"['JJ', 'VB']",0
"['JJ', 'VB']",0
"['NNS', 'VBD']",0
"['NN', 'VB']",0
"['NNS', 'VB']",0
"['NN', 'VBZ']",0
"['PRP', 'VBD']",0
"['PRP', 'VBP']",0
"['PRP', 'VB']",0
"['PRP', 'VBP']",0
"['NN', 'VB']",0
,0
"['PRP', 'VBP']",0
"['PRP', 'VBP']",0
"['PRP', 'VBP']",0
"['NNS', 'VBP']",0
"['PRP', 'VBZ']",0
"['PRP', 'VBP']",0
"['NN', 'VB']",0
"['NN', 'VB']",0
"['DT', 'VBD']",0
"['NN', 'VBP']",0
"['PRP', 'VBN']",0
"['PRP', 'VBD']",0
"['PRP', 'VBZ']",0
"['PRP', 'VBP']",0
"['NNP', 'VBP']",0
"['PRP', 'VBP']",0
"['PRP', 'VB']",0
"['NN', 'VBZ']",0
"['PRP', 'VB']",0
"['PRP', 'VBD']",0
"['NN', 'VBP']",0
"['NN', 'VB']",0
"['PRP', 'VBP']",0
"['WDT', 'VBZ']",0
"['NNS', 'VBP']",0
"['IN', 'VBZ']",0
"['PRP', 'CC']",0
"['PRP', 'VBP']",0
"['PRP', 'VBZ']",0
"['PRP', 'VBZ']",0
"['PRP', 'VBZ']",0
,0
"['WP', 'VBP']",0
"['NNS', 'VBN']",0
"['PRP', 'VBG']",0
"['PRP', 'VBP']",0
"['PRP', 'VB']",0
"['NN', 'VB']",0
"['NN', 'VB']",0
"['JJ', 'VBZ']",0
"['PRP', 'VB']",0
"['PRP', 'VB']",0
"['DT', 'VBZ']",0
"['DT', 'VB']",0
"['WP', 'NNS']",0
"['DT', 'VBZ']",0
"['DT', 'VB']",0
"['PRP', 'VBD']",0
"['PRP', 'VB']",0
"['PRP', 'VBP']",0
"['NNS', 'VB']",0
"['NNS', 'VBP']",0
,0
"['NN', 'VBG']",0
"['PRP', 'VB']",0
"['PRP', 'VB']",0
"['PRP', 'VBP']",0
"['NNS', 'JJ']",0
"['NNP', 'VB']",0
"['PRP', 'VBD']",0
"['NNS', 'VBP']",0
"['NNS', 'VBD']",0
"['NNS', 'VBZ']",0
"['NNS', 'VBD']",0
"['PRP', 'VB']",0
"['NNS', 'VBP']",0
"['PRP', 'VBP']",0
"['NNS', 'VBD']",0
"['NNS', 'VBZ']",0
"['PRP', 'VBD']",0
"['PRP', 'VBD']",0
"['JJS', 'VBP']",0
"['DT', 'VBZ']",0
"['NN', 'VBN']",0
,0
"['PRP', 'VBP']",0
"['NNP', 'VBZ']",0
,0
"['NN', 'VBZ']",0
"['NN', 'IN']",0
"['NNS', 'VBZ']",0
"['DT', 'VBZ']",0
"['NN', 'VBZ']",0
"['WP', 'VB']",0
"['NN', 'VBP']",0
"['PRP', 'VB']",0
"['PRP', 'VBD']",0
"['NNS', 'VB']",0
"['NNS', 'VBP']",0
"['NNS', 'VBD']",0
"['WDT', 'VBN']",0
"['NNS', 'VBD']",0
"['PRP', 'VB']",0
"['NNS', 'VB']",0
"['NN', 'VBN']",0
"['PRP', 'VB']",0
"['NNS', 'VBP']",0
"['PRP', 'NNP']",0
"['NNP', 'CC']",0
"['NN', 'NN']",0
"['PRP', 'VBD']",0
"['PRP', 'VBP']",0
"['NNS', 'VB']",0
"['NN', 'VBZ']",0
"['PRP', 'VBZ']",0
"['PRP', 'VB']",0
"['PRP', 'VBD']",0
"['NNS', 'VB']",0
,0
"['PRP', 'VB']",0
"['VBZ', 'VB']",0
"['PRP', 'VBP']",0
"['WDT', 'VB']",0
"['DT', 'VBZ']",0
"['NNS', 'VBP']",0
"['NN', 'VBP']",0
"['NNS', 'VB']",0
"['NNS', 'VBD']",0
"['NNS', 'VBP']",0
"['NN', 'VB']",0
,0
"['PRP', 'VB']",0
"['PRP', 'VB']",0
,0
"['PRP', 'VBP']",0
"['PRP', 'VBP']",0
,0
"['NNS', 'VBP']",0
"['NN', 'VBN']",0
"['PRP', 'VBD']",0
"['NN', 'VBZ']",0
"['CD', 'VB']",0
"['NNS', 'VBZ']",0
"['PRP', 'VBZ']",0
"['PRP', 'VBZ']",0
"['NNS', 'VB']",0
"['NN', 'VB']",0
"['NN', 'VB']",0
"['NN', 'VB']",0
"['NNS', 'VBN']",0
,0
